"Class","Sex","Age","Survived"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"Crew","Male","Adult","Died"
"1st","Female","Adult","Died"
"1st","Female","Adult","Died"
"1st","Female","Adult","Died"
"1st","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"2nd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"3rd","Female","Adult","Died"
"Crew","Female","Adult","Died"
"Crew","Female","Adult","Died"
"Crew","Female","Adult","Died"
"1st","Male","Child","Survived"
"1st","Male","Child","Survived"
"1st","Male","Child","Survived"
"1st","Male","Child","Survived"
"1st","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"2nd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"3rd","Male","Child","Survived"
"1st","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"2nd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"3rd","Female","Child","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"1st","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"2nd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"3rd","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
