"app_ID","dept","sex","admit","gpa"
6023,"F","M","N",3.66004836995855
6024,"F","F","N",3.66159632217929
6025,"F","F","N",3.69142993879176
6026,"F","F","N",3.62740020648227
6027,"F","M","N",3.68334519432832
6028,"C","M","N",3.28286064410112
6029,"E","M","Y",3.6991083776889
6030,"F","F","N",3.62057240548653
6031,"F","M","N",3.69314340552766
6032,"F","F","N",3.72265721772381
6033,"F","F","N",3.79665107293719
6034,"F","F","N",3.58448403808239
6035,"B","M","N",2.8618174988305
6036,"A","M","Y",3.62835383272835
6037,"D","F","N",3.51760763672155
6038,"F","M","N",3.74190315346932
6039,"F","M","N",3.58758012514544
6040,"F","M","N",3.77657331408399
6041,"F","F","N",3.83542489245277
6042,"F","M","N",3.75435795061318
6043,"F","M","N",3.69928262932442
6044,"F","M","N",3.68894221526227
6045,"F","F","N",3.6210949664666
6046,"F","M","N",3.61570073502953
6047,"F","M","N",3.83137290361584
6048,"F","M","N",3.67246315726963
6049,"F","M","N",3.65717350499329
6050,"F","M","N",3.72444079500061
6051,"E","M","N",3.18196792361537
6052,"B","M","N",3.44397880989914
6053,"D","M","Y",3.60951895894707
6054,"F","M","N",3.64789132334308
6055,"E","F","Y",3.77654534393748
6056,"F","M","N",3.67214382460632
6057,"F","F","N",3.5988040595473
6058,"D","M","N",3.32859440716798
6059,"F","F","N",3.81790690033006
6060,"B","M","N",3.3355076001548
6061,"F","M","Y",3.89099216730589
6062,"F","M","N",3.65292298875186
6063,"A","M","Y",3.41699579425768
6064,"A","M","Y",3.40808486475521
6065,"C","F","N",3.51220871354839
6066,"F","M","N",3.64861804467418
6067,"F","F","N",3.67404492587017
6068,"F","M","N",3.78397772230976
6069,"B","M","N",3.77464670136822
6070,"F","M","N",3.6128821393377
6071,"F","M","N",3.67409557108606
6072,"F","M","N",3.69555103367651
6073,"A","M","Y",3.34150119685614
6074,"F","M","N",3.7404458192152
6075,"F","M","N",3.73013264656752
6076,"C","F","N",3.43567545539665
6077,"F","M","N",3.75324251764557
6078,"F","F","N",3.72704700703322
6079,"C","F","Y",3.45310324853753
6080,"F","F","N",3.65914005955923
6081,"B","M","N",3.12948198765683
6082,"F","M","N",3.61076531651417
6083,"F","F","N",3.6396593669371
6084,"B","M","Y",3.38171854466012
6085,"E","F","Y",3.65799542643508
6086,"A","M","Y",3.26829217330492
6087,"C","F","N",2.77905951170226
6088,"D","F","N",3.18888356003825
6089,"F","F","N",3.67727139424096
6090,"E","F","Y",3.73695369331653
6091,"F","F","N",3.71808012022176
6092,"F","M","Y",3.76370822842968
6093,"E","M","N",3.41252833069777
6094,"F","M","N",3.61272382292975
6095,"A","M","N",3.27517301008008
6096,"F","F","N",3.78452457945816
6097,"F","M","N",3.67712925426549
6098,"F","M","Y",3.83493122776317
6099,"F","M","N",3.78193220674824
6100,"B","M","Y",3.33876548556546
6101,"C","F","N",3.42541345386747
6102,"A","M","Y",3.64217799968969
6103,"D","F","Y",3.6111461918688
6104,"C","F","Y",3.79758605642608
6105,"E","M","N",3.48341239891551
6106,"F","F","N",3.75939592242141
6107,"F","F","N",3.71902829854693
6108,"F","F","N",3.7288090866417
6109,"C","F","N",3.29701877920744
6110,"C","F","N",3.258672795623
6111,"A","M","Y",3.75352035044765
6112,"D","M","N",3.16341648138303
6113,"F","M","N",3.86310990535863
6114,"F","M","N",3.63331355913048
6115,"F","M","N",3.64278596723415
6116,"F","F","N",3.58417109455019
6117,"E","M","Y",3.73971142309737
6118,"E","F","N",3.33606071659528
6119,"F","M","N",3.75858855284488
6120,"B","M","N",3.36652801779484
6121,"F","M","N",3.75161383460851
6122,"D","F","N",3.35081105496122
6123,"D","F","Y",3.56424821551395
6124,"F","M","N",3.65602382976852
6125,"F","F","N",3.60389260579092
6126,"F","M","N",3.76818511583031
6127,"F","F","Y",3.71381448027234
6128,"F","M","N",3.81307717514604
6129,"F","M","N",3.75065197398954
6130,"D","F","N",3.23051128142416
6131,"F","F","N",3.6101106620321
6132,"C","M","N",3.11251591890847
6133,"C","F","N",3.06860034544157
6134,"F","M","N",3.75547090257337
6135,"F","M","N",3.57103574956025
6136,"A","M","Y",3.47136978884987
6137,"D","M","N",3.25393413027596
6138,"F","F","N",3.77120572936439
6139,"F","M","N",3.7289855058903
6140,"F","F","N",3.7186547466821
6141,"F","M","N",3.63587312232383
6142,"A","M","N",3.32905021188448
6143,"E","M","N",3.32783768419781
6144,"F","F","N",3.55809313578614
6145,"F","M","N",3.60474068994059
6146,"F","M","N",3.67322504742841
6147,"F","M","N",3.73084796677068
6148,"F","F","N",3.59523048706459
6149,"E","F","N",3.71549151721221
6150,"F","M","N",3.78437773427982
6151,"D","F","N",3.2446223200328
6152,"F","F","N",3.76429259653549
6153,"B","M","N",3.45009172111509
6154,"E","F","Y",3.70838342375059
6155,"F","M","N",3.89648632341252
6156,"D","F","N",3.13677749401333
6157,"E","M","Y",3.78187071735516
6158,"F","M","N",3.61738141563693
6159,"D","M","N",3.32090748703306
6160,"C","F","N",3.5513884555852
6161,"F","F","N",3.7166253339395
6162,"F","M","N",3.57114001942934
6163,"C","M","Y",3.53797219944052
6164,"F","F","N",3.70681766036898
6165,"F","M","N",3.84263932904712
6166,"D","M","N",3.24010113111833
6167,"F","F","N",3.69491754670494
6168,"A","M","Y",3.39699421873136
6169,"F","M","N",3.72703811138832
6170,"F","F","N",3.71897707536969
6171,"F","M","N",3.61030015376015
6172,"F","M","N",3.49755937098472
6173,"B","M","Y",3.45802464915767
6174,"D","F","Y",3.26776957372141
6175,"C","M","N",3.49602292961807
6176,"F","F","N",3.73152661131125
6177,"C","F","N",3.33724697182121
6178,"E","M","N",3.42110768363766
6179,"F","M","N",3.70513837698962
6180,"F","F","N",3.72714483857804
6181,"E","F","N",3.27403458961534
6182,"F","M","N",3.83259721825313
6183,"B","M","Y",3.42949063482692
6184,"F","M","N",3.67219920793122
6185,"F","F","Y",3.93365389926351
6186,"D","F","N",3.26432876612965
6187,"F","F","N",3.58636647429335
6188,"F","M","N",3.70540440188819
6189,"F","F","N",3.74585468469831
6190,"F","M","N",3.77569550815543
6191,"A","M","Y",3.79657823686164
6192,"F","F","N",3.66278443316998
6193,"F","M","N",3.67910020542292
6194,"F","M","N",3.72469034511228
6195,"F","M","N",3.68894534841523
6196,"F","M","N",3.76051729348309
6197,"A","M","Y",3.46748221801475
6198,"F","M","Y",3.82360464958225
6199,"E","F","N",3.48809312475729
6200,"F","M","N",3.56690313715211
6201,"E","F","N",3.44508631504124
6202,"F","M","N",3.81291466442889
6203,"C","M","N",3.27052235455768
6204,"F","F","N",3.72932075528218
6205,"B","M","Y",3.52236303954818
6206,"F","F","N",3.68251044108374
6207,"D","F","Y",3.81312911940558
6208,"A","M","N",2.97292038346147
6209,"A","M","N",3.55812294508104
6210,"E","F","N",3.58121784659456
6211,"E","M","N",3.50304901135576
6212,"F","M","N",3.70596499919929
6213,"F","M","N",3.68355653462622
6214,"C","M","N",3.6125682780966
6215,"F","M","N",3.56689093251279
6216,"E","F","N",3.51176253227306
6217,"F","M","N",3.73360959405258
6218,"F","M","N",3.8364823621269
6219,"F","F","N",3.68325724233814
6220,"F","F","Y",3.89722194509759
6221,"F","M","N",3.73905688507331
6222,"A","M","N",3.23701468204225
6223,"F","M","N",3.71120274879332
6224,"F","F","N",3.75640143998063
6225,"F","M","Y",3.89997338202127
6226,"C","M","Y",3.60622205757657
6227,"E","M","N",3.36830688952476
6228,"F","F","N",3.77553053015821
6229,"E","F","N",3.67120624143517
6230,"F","F","N",3.82222760141229
6231,"F","M","N",3.59066120219257
6232,"D","F","N",3.43906784362206
6233,"D","F","Y",3.4764666888314
6234,"D","M","Y",3.47709520343661
6235,"D","F","N",3.40629277259125
6236,"E","M","N",3.52571673729648
6237,"B","M","Y",3.47718326891721
6238,"F","M","N",3.63128689485959
6239,"D","M","N",3.13879259111825
6240,"F","M","N",3.55101044010063
6241,"C","F","N",3.44912779649861
6242,"F","M","Y",3.82179394064519
6243,"F","F","N",3.5673837529723
6244,"F","M","N",3.65053837135373
6245,"F","F","N",3.78434597754613
6246,"F","F","N",3.62873008465894
6247,"B","M","Y",3.52024486108161
6248,"D","M","Y",3.6056080407186
6249,"D","F","N",3.37735618612355
6250,"A","M","N",3.25739566437963
6251,"E","F","Y",3.91631193002005
6252,"A","M","Y",3.50834183488046
6253,"D","M","Y",3.68401673946156
6254,"F","M","N",3.60835815758541
6255,"F","F","N",3.7271263511722
6256,"C","F","N",3.56755807136994
6257,"E","F","N",3.56509216069693
6258,"F","M","N",3.73401142919961
6259,"F","F","Y",3.97949790369008
6260,"F","F","N",3.6327939608569
6261,"F","M","N",3.75624933538596
6262,"F","F","N",3.67822215215182
6263,"F","F","N",3.82186595636497
6264,"C","M","Y",3.88563067697019
6265,"F","M","N",3.6354248121195
6266,"F","F","N",3.70999433014059
6267,"F","M","N",3.6150296978997
6268,"F","M","N",3.64495519548535
6269,"F","M","N",3.61628541926309
6270,"D","F","Y",3.66782024246093
6271,"E","F","N",3.48232129600408
6272,"A","F","Y",3.59660797922777
6273,"F","M","N",3.622301662952
6274,"B","M","Y",3.54156981813916
6275,"B","M","Y",3.54404174897744
6276,"A","M","Y",3.26397456521443
6277,"F","M","N",3.76744776377821
6278,"F","M","N",3.71227777090295
6279,"F","M","N",3.73090534565938
6280,"F","F","N",3.62550840390556
6281,"D","M","N",3.36966581147262
6282,"C","F","N",3.26692271978754
6283,"C","F","Y",3.82454008556432
6284,"F","F","N",3.7980111943564
6285,"E","F","N",3.60860954616552
6286,"F","M","N",3.73145649139733
6287,"F","F","N",3.65762662048102
6288,"F","F","N",3.76960824441592
6289,"C","F","N",3.28777073355156
6290,"F","F","N",3.60361113012285
6291,"F","F","N",3.78908765760456
6292,"F","F","N",3.68024808021674
6293,"F","M","N",3.75810805914134
6294,"B","M","N",3.45392184930295
6295,"F","M","N",3.6680599748512
6296,"A","M","Y",3.36728525217144
6297,"B","F","Y",3.29364442912475
6298,"F","M","N",3.60602326093701
6299,"F","M","N",3.77920802715554
6300,"B","M","N",3.54279782646393
6301,"C","F","N",3.41038867197809
6302,"E","F","N",3.56017722159482
6303,"A","M","Y",3.37307002115739
6304,"F","M","N",3.56853459250041
6305,"F","F","N",3.73369867312347
6306,"D","F","N",3.28623246711925
6307,"F","M","N",3.7802060070182
6308,"E","F","N",3.56137267844589
6309,"D","F","N",3.30806661832159
6310,"F","M","N",3.54747421534917
6311,"E","F","N",3.443704859633
6312,"F","M","N",3.81618115839877
6313,"D","M","N",3.36418570534558
6314,"F","F","N",3.77414165857432
6315,"F","M","Y",3.83528787920113
6316,"F","M","N",3.67640527845548
6317,"F","M","N",3.71925378973433
6318,"F","F","Y",3.90267955476691
6319,"D","M","Y",3.64183521179362
6320,"F","M","N",3.7576956921405
6321,"F","F","N",3.65088767111236
6322,"F","F","N",3.66001085512467
6323,"D","M","N",3.23122091805559
6324,"F","F","N",3.81680602555466
6325,"D","M","Y",3.76488445595606
6326,"F","F","N",3.75311429649586
6327,"F","F","N",3.70322919178296
6328,"E","F","N",3.52355563202783
6329,"F","F","N",3.81363269044245
6330,"C","F","N",3.34219303457534
6331,"F","M","N",3.76957073227399
6332,"D","M","N",3.22294531004347
6333,"F","M","N",3.73168647671745
6334,"E","F","N",3.54767311608016
6335,"E","M","N",3.48184463360166
6336,"C","F","N",3.31277372195569
6337,"D","F","Y",3.60021924690885
6338,"F","F","N",3.64638175793806
6339,"D","F","N",3.14987930974937
6340,"C","F","Y",3.63010971727984
6341,"D","F","N",3.30063514687983
6342,"F","M","N",3.74766064594308
6343,"A","F","N",3.19107585501175
6344,"A","M","Y",3.35960739371082
6345,"C","M","N",3.24657320432988
6346,"C","F","Y",3.50046863603791
6347,"F","M","N",3.72082794613539
6348,"D","M","Y",3.72413792558995
6349,"C","F","N",3.43095370017788
6350,"F","F","N",3.58350760556673
6351,"C","F","Y",3.50716340644707
6352,"A","M","Y",3.61537007577426
6353,"F","F","N",3.63442089893454
6354,"F","M","N",3.70886014736906
6355,"F","F","N",3.57408054061354
6356,"F","M","N",3.72261243986417
6357,"D","F","N",3.43088322910827
6358,"F","M","N",3.68876634364783
6359,"E","F","N",3.52779101392766
6360,"E","F","N",3.57265861517383
6361,"A","M","N",3.28711115779232
6362,"D","F","N",3.49514376966814
6363,"F","F","N",3.60379930203629
6364,"F","M","N",3.66563328027161
6365,"E","F","Y",3.9490346042067
6366,"F","M","N",3.59962555669498
6367,"E","F","N",3.60813447927978
6368,"F","F","N",3.59441661300908
6369,"B","M","Y",3.43381340451924
6370,"F","F","N",3.67382404447595
6371,"D","F","Y",3.87746947014745
6372,"F","M","N",3.68207526888514
6373,"F","F","N",3.87163581602901
6374,"E","M","N",3.6710587646304
6375,"F","M","N",3.73575536343613
6376,"F","M","N",3.63492195858836
6377,"F","F","N",3.67765523110162
6378,"F","M","Y",3.96354554304602
6379,"E","M","N",3.33298665321542
6380,"F","F","N",3.6125711356832
6381,"F","F","N",3.67554888760738
6382,"E","M","Y",3.67229885808432
6383,"D","F","N",3.31385156808674
6384,"D","M","N",3.09457712851024
6385,"F","M","N",3.76871703447128
6386,"C","M","N",3.27195058239897
6387,"F","M","N",3.57230023736329
6388,"B","M","N",2.99205276036298
6389,"F","F","N",3.71886925681612
6390,"A","F","Y",3.07738392585485
6391,"F","F","N",3.65872603313877
6392,"D","M","N",3.3100194908892
6393,"D","F","N",3.34718782599251
6394,"F","F","N",3.69078695627444
6395,"F","F","N",3.69242708361581
6396,"F","F","N",3.7412007787216
6397,"C","M","N",3.40574220160415
6398,"F","M","N",3.72788867096902
6399,"A","M","Y",3.55218193653495
6400,"F","M","N",3.61286286265415
6401,"F","M","N",3.63765434094822
6402,"F","F","Y",3.93468984256405
6403,"A","M","Y",3.72942543805793
6404,"E","F","N",3.64334222804768
6405,"F","F","N",3.66165568282929
6406,"F","F","N",3.8373661978917
6407,"A","F","Y",3.50295872971124
6408,"F","F","N",3.80287081600564
6409,"F","F","N",3.6025951291178
6410,"F","M","N",3.66329481866273
6411,"E","F","N",3.5391388615891
6412,"F","M","N",3.65922587413834
6413,"F","F","Y",3.92391342205388
6414,"F","M","N",3.79301928122851
6415,"F","M","N",3.74382190943829
6416,"A","M","N",3.56816930416393
6417,"D","F","N",3.18762637000272
6418,"B","M","N",3.31793470040092
6419,"F","M","N",3.72773399669483
6420,"F","M","N",3.69514757281511
6421,"F","F","N",3.81611641434076
6422,"F","M","N",3.64323592311137
6423,"F","F","N",3.72680325362043
6424,"C","F","N",3.37408343664256
6425,"F","F","N",3.69044507086289
6426,"C","F","N",3.28072875604858
6427,"F","F","N",3.64639692806055
6428,"D","F","N",3.01298939707334
6429,"E","F","N",3.64160285127179
6430,"B","M","N",3.18384445279907
6431,"C","F","N",3.25792214366726
6432,"D","M","N",2.99421183367639
6433,"F","M","Y",3.78746402290549
6434,"F","M","N",3.68025481613755
6435,"F","F","N",3.69270909194093
6436,"F","M","N",3.81766746957492
6437,"F","F","Y",4
6438,"F","M","N",3.6684839518133
6439,"F","M","N",3.61748134310625
6440,"B","M","Y",3.43646158724452
6441,"F","M","N",3.59781260477044
6442,"D","M","N",3.31764048826911
6443,"F","F","N",3.6794021785186
6444,"F","F","N",3.59336258843747
6445,"F","M","N",3.61381026188375
6446,"F","M","N",3.75412695256024
6447,"F","M","Y",3.77745793403518
6448,"F","F","N",3.82548158583186
6449,"D","F","Y",3.73722575890786
6450,"A","M","N",3.42886335341771
6451,"F","F","N",3.6842985689503
6452,"F","M","N",3.72374827689514
6453,"D","M","N",3.49644731759827
6454,"B","M","N",3.38055926799356
6455,"F","M","N",3.7339139155342
6456,"B","M","Y",3.57766085072826
6457,"F","M","N",3.752794287234
6458,"E","M","Y",3.7416745395985
6459,"D","M","N",3.35103637279479
6460,"F","F","N",3.72952189447792
6461,"F","M","N",3.71371127461485
6462,"D","M","Y",3.72815731256999
6463,"F","M","N",3.72905203126536
6464,"C","F","N",3.35822353331007
6465,"C","F","N",3.70644278076982
6466,"E","M","Y",3.91940149580029
6467,"F","M","N",3.68790054131975
6468,"F","M","N",3.77114452461787
6469,"C","M","Y",4
6470,"E","F","N",3.44843684535499
6471,"A","M","N",3.51094468188412
6472,"C","F","N",3.65378304498176
6473,"A","M","Y",3.43765215121961
6474,"F","F","N",3.7689992633969
6475,"F","M","N",3.67708058152406
6476,"D","F","N",3.28018756231427
6477,"D","M","N",3.47018162431175
6478,"F","M","N",3.82247112545981
6479,"F","M","N",3.72482377329907
6480,"C","F","N",3.75721015609059
6481,"F","M","N",3.63598126466898
6482,"A","F","Y",3.30876077837917
6483,"D","M","N",3.3466282484781
6484,"F","M","N",3.74885610515929
6485,"C","M","Y",3.55241647266505
6486,"F","F","N",3.79465971471064
6487,"F","M","N",3.62505597055747
6488,"F","F","N",3.73127994892134
6489,"F","M","N",3.76613183565979
6490,"D","F","N",3.44370669892234
6491,"F","M","N",3.80618660643775
6492,"F","M","N",3.70215654611748
6493,"F","F","N",3.77560526141128
6494,"F","M","N",3.68345722665737
6495,"F","F","N",3.7960850195862
6496,"E","F","N",3.44693133140195
6497,"F","M","N",3.5998564208849
6498,"A","M","Y",3.59468275170814
6499,"C","F","N",3.1066893024122
6500,"B","M","Y",3.34488471369706
6501,"F","M","Y",3.9548254005345
6502,"F","F","N",3.62292451346705
6503,"C","M","N",2.81230633882945
6504,"E","F","N",3.44573526378201
6505,"F","F","N",3.78225076377473
6506,"E","M","N",3.28748327078941
6507,"E","F","N",3.55459438061277
6508,"F","F","N",3.73421748222139
6509,"E","F","N",3.52155075905672
6510,"E","M","Y",3.78856649557591
6511,"E","M","Y",3.75862244740641
6512,"F","F","N",3.71210894623709
6513,"F","F","N",3.5542766359936
6514,"F","F","N",3.75096339755297
6515,"F","M","N",3.71971596978074
6516,"F","F","N",3.67500054297523
6517,"F","M","N",3.65226928315883
6518,"F","F","N",3.71102077134846
6519,"C","F","N",3.21772250184731
6520,"F","F","N",3.72965983045505
6521,"C","F","N",3.04572203682721
6522,"B","M","Y",3.46534072561651
6523,"B","F","Y",4
6524,"F","M","N",3.83458293714536
6525,"F","F","N",3.70948241492259
6526,"A","M","Y",3.19722718406455
6527,"F","M","N",3.68794753558119
6528,"F","M","N",3.70033277021427
6529,"D","M","N",3.15005151188088
6530,"E","M","N",3.42693649380061
6531,"F","M","N",3.76317361280056
6532,"F","M","N",3.68441261893501
6533,"E","F","N",3.55292958973837
6534,"F","M","N",3.5937120683551
6535,"F","F","N",3.7384271921118
6536,"D","M","Y",3.70689731061979
6537,"F","F","N",3.68264308496538
6538,"C","F","N",3.42721332633244
6539,"F","M","N",3.74042984158908
6540,"F","F","N",3.69531433056041
6541,"F","M","N",3.74882601171349
6542,"C","F","Y",3.81271158688951
6543,"C","M","N",3.32661115264035
6544,"C","F","N",3.24323630218083
6545,"C","F","N",3.31079634710602
6546,"F","M","N",3.60289867632572
6547,"F","F","N",3.7822356476562
6548,"F","M","N",3.65410295507006
6549,"F","F","N",3.68660272334273
6550,"B","M","N",3.27842920300536
6551,"D","M","N",3.45324256350388
6552,"F","M","N",3.74293463990059
6553,"D","M","N",3.22720458840149
6554,"F","F","N",3.69153631310998
6555,"D","M","Y",3.71604862423324
6556,"A","M","Y",3.53285619953412
6557,"C","F","N",3.4178170281778
6558,"E","F","N",3.7576178260951
6559,"F","M","N",3.65090954243724
6560,"F","F","N",3.67694840934497
6561,"D","M","N",3.71001335524586
6562,"E","M","N",3.50073260951714
6563,"F","M","Y",3.71661893291213
6564,"B","M","Y",3.87033214278473
6565,"E","F","N",3.47618349591044
6566,"F","F","N",3.57703898459278
6567,"C","F","N",3.45982205894975
6568,"C","M","N",3.32883164261442
6569,"F","M","N",3.77392060941334
6570,"A","M","N",3.32627555369707
6571,"F","F","N",3.71150200424732
6572,"B","M","Y",3.65980346147591
6573,"E","F","Y",3.79253443559386
6574,"F","M","N",3.64294383829029
6575,"C","M","N",3.18721940984948
6576,"E","F","N",3.47736629003619
6577,"F","M","N",3.644346839609
6578,"F","F","N",3.71179480661795
6579,"F","M","N",3.52831408892926
6580,"F","F","N",3.64488516680613
6581,"F","M","N",3.68229694824667
6582,"F","M","N",3.82507330051782
6583,"F","M","N",3.64613573464957
6584,"E","F","N",3.62453147594106
6585,"F","F","N",3.77646037693113
6586,"F","F","N",3.75296661347118
6587,"F","M","N",3.71621344383058
6588,"F","M","Y",3.79872503066129
6589,"E","F","N",3.46706424503948
6590,"C","F","N",3.30836706875754
6591,"A","M","Y",3.32582695628693
6592,"F","F","N",3.74483255409446
6593,"E","F","N",3.48939683228517
6594,"D","M","Y",3.77712138990701
6595,"C","F","Y",4
6596,"C","F","Y",3.42223811363832
6597,"C","F","N",3.2843490887432
6598,"A","M","Y",3.81866579886332
6599,"D","M","Y",3.57591250027295
6600,"B","M","Y",3.49821242166242
6601,"C","M","N",3.33478380671152
6602,"C","M","N",3.36786860996845
6603,"A","M","N",3.19431189721721
6604,"C","F","Y",4
6605,"B","M","Y",3.47728886861606
6606,"A","M","Y",3.62931950455836
6607,"A","M","N",3.26296952791644
6608,"F","F","N",3.81374281279369
6609,"E","F","N",3.49783444990499
6610,"D","M","N",3.4872428197878
6611,"C","F","Y",3.74134470564953
6612,"C","M","Y",3.68777751570622
6613,"D","M","N",3.53092275522552
6614,"F","M","N",3.62704114614767
6615,"E","M","N",3.40326272676791
6616,"F","F","N",3.57736804700765
6617,"E","F","N",3.54639508200004
6618,"F","F","N",3.81102303819285
6619,"F","M","N",3.74044834213383
6620,"C","F","Y",3.23282434175459
6621,"F","F","N",3.67477138553321
6622,"F","M","N",3.69611869557634
6623,"D","F","Y",3.42511319184421
6624,"F","F","N",3.76427763245131
6625,"F","F","N",3.66444186217244
6626,"C","M","N",3.16550135986324
6627,"C","F","N",3.00406359863265
6628,"E","F","Y",3.91294512007086
6629,"F","M","N",3.63571433135225
6630,"F","M","N",3.67911949530221
6631,"E","F","N",3.65369829892578
6632,"D","M","N",3.31733800382645
6633,"F","M","N",3.86550457794149
6634,"A","M","Y",3.57147393703653
6635,"F","F","N",3.65049097003854
6636,"C","M","N",3.29435130710665
6637,"D","F","Y",3.49210453104935
6638,"F","F","N",3.684373091028
6639,"F","M","N",3.76450346673268
6640,"C","M","N",3.29097930203019
6641,"F","M","N",3.53183176567846
6642,"C","M","Y",3.72044666101113
6643,"C","F","N",3.74559886002893
6644,"E","F","Y",3.77109518973187
6645,"E","M","Y",3.80809726517099
6646,"D","M","N",3.27312963041153
6647,"B","M","Y",3.1440358877631
6648,"C","M","Y",3.61472615631662
6649,"F","F","N",3.64259661922928
6650,"B","M","Y",3.4683195030392
6651,"F","F","N",3.73362660377906
6652,"F","F","N",3.64128645023319
6653,"F","F","N",3.68783047430506
6654,"C","F","Y",3.58724966186061
6655,"F","M","N",3.57502367316449
6656,"F","F","N",3.77364068990431
6657,"E","F","Y",3.86761894692663
6658,"F","F","N",3.62506255445307
6659,"E","M","N",3.68425872328275
6660,"F","F","N",3.81525247974486
6661,"D","M","N",3.26081096403776
6662,"F","M","N",3.69867493814835
6663,"F","F","N",3.69794303395465
6664,"D","F","Y",3.61446535818327
6665,"D","M","N",3.56982496558314
6666,"C","F","N",2.99632978889335
6667,"F","F","N",3.6918057691582
6668,"F","F","Y",3.73411762483434
6669,"F","M","N",3.69581083348244
6670,"F","M","N",3.62197372112311
6671,"D","M","N",3.5229500884327
6672,"E","F","N",3.7722896355503
6673,"E","M","N",3.50380014269156
6674,"E","F","N",3.55148708318434
6675,"B","M","Y",3.7225535866014
6676,"E","F","N",3.58165754066164
6677,"F","M","N",3.67466843227078
6678,"B","M","Y",3.88369767751946
6679,"C","F","N",3.30997944796395
6680,"B","M","Y",3.1773245010138
6681,"C","F","Y",3.67870547231725
6682,"F","M","N",3.68055489567722
6683,"B","M","Y",3.57435386139451
6684,"F","F","N",3.64611984367809
6685,"C","F","N",3.15784692428222
6686,"C","F","N",3.63708202324248
6687,"F","M","N",3.63649789080468
6688,"F","F","N",3.67197721174075
6689,"D","F","N",3.40498471317319
6690,"F","F","Y",3.8180966804189
6691,"F","M","N",3.7461522598285
6692,"C","F","N",3.4099746451552
6693,"F","M","N",3.66699830725895
6694,"F","M","N",3.80695416408998
6695,"F","M","N",3.73233604357275
6696,"A","M","N",3.34876284306613
6697,"D","F","N",3.33964389616363
6698,"F","F","N",3.74298623047595
6699,"F","M","N",3.72632474680033
6700,"C","F","N",3.14412179787308
6701,"F","M","N",3.77814920360051
6702,"F","M","N",3.68103281148457
6703,"F","F","N",3.65429710967715
6704,"F","F","N",3.69215392424488
6705,"F","M","N",3.76238950529753
6706,"C","M","N",3.26762046834383
6707,"F","M","N",3.70672968275396
6708,"C","F","N",3.10611429318979
6709,"C","F","N",3.18086092267002
6710,"F","F","Y",3.78724860018607
6711,"D","M","Y",3.81977914525607
6712,"F","M","N",3.68812123556966
6713,"F","M","N",3.55369406580128
6714,"E","M","N",3.6334409658966
6715,"C","M","N",3.18706654957936
6716,"F","M","N",3.68585610739805
6717,"F","F","N",3.70255436204512
6718,"F","M","N",3.62475644059235
6719,"D","M","N",3.36730148531993
6720,"F","M","N",3.65313586311453
6721,"B","M","Y",3.31531128303732
6722,"F","F","N",3.75994747964261
6723,"F","F","N",3.65971665158209
6724,"C","F","N",3.1146173127576
6725,"A","M","N",3.50221370349832
6726,"A","M","Y",3.52047861263993
6727,"F","F","N",3.75616219593641
6728,"F","M","N",3.68103691541604
6729,"F","M","N",3.62454163530393
6730,"F","M","N",3.71357534765588
6731,"F","M","N",3.75824939806763
6732,"D","F","N",3.48933604809322
6733,"F","F","N",3.81409556593181
6734,"F","F","N",3.71400829642822
6735,"F","M","N",3.71649141211267
6736,"F","F","N",3.73945808245316
6737,"F","M","N",3.69454339809332
6738,"E","M","N",3.52296749974701
6739,"F","M","N",3.72107130762783
6740,"F","M","Y",3.82046004384797
6741,"B","M","Y",3.03917911412182
6742,"C","F","Y",3.66588228857049
6743,"F","M","N",3.72451036819408
6744,"F","M","N",3.57261534324446
6745,"F","F","N",3.73585107943406
6746,"F","F","N",3.79437680927296
6747,"C","M","N",3.4882645800212
6748,"F","F","N",3.7027669455109
6749,"D","M","N",3.19829340299807
6750,"E","M","N",3.45692867292495
6751,"D","F","N",3.3944465937408
6752,"D","F","N",3.25381397932331
6753,"E","F","N",3.4398628266091
6754,"C","F","N",3.21228345196875
6755,"F","F","N",3.72929190005759
6756,"C","F","Y",3.78298106732827
6757,"F","M","N",3.60564799997889
6758,"F","M","N",3.68756918801902
6759,"C","F","N",3.57246507672499
6760,"F","M","N",3.70703121260316
6761,"A","M","N",3.39825205939928
6762,"F","M","N",3.65399440100456
6763,"F","F","N",3.75854064231222
6764,"D","F","Y",3.48629380099701
6765,"F","M","N",3.6307187311512
6766,"F","F","N",3.71852859942535
6767,"F","M","Y",3.90197892566676
6768,"F","F","Y",3.95140648546518
6769,"D","F","N",3.56543437816491
6770,"D","M","N",2.9340301210198
6771,"A","M","Y",3.36494663496099
6772,"F","M","N",3.78777811318541
6773,"E","M","N",3.32989494713042
6774,"D","M","N",3.11029156995297
6775,"F","M","N",3.81919884958363
6776,"F","F","N",3.69537953122376
6777,"C","F","Y",3.79760602629645
6778,"F","M","N",3.64687259905303
6779,"D","F","Y",3.76087775006121
6780,"C","F","N",3.468262768507
6781,"F","F","N",3.71891636060406
6782,"F","M","N",3.80485485005951
6783,"E","F","N",3.67033474757777
6784,"D","M","Y",3.56416803610023
6785,"F","M","N",3.78639628055188
6786,"E","F","Y",3.7005422988427
6787,"F","M","N",3.64400096133495
6788,"D","F","Y",3.38507901165307
6789,"F","F","N",3.64737802947271
6790,"F","F","N",3.60043707205899
6791,"D","F","N",3.38366376110727
